# Program:featureCounts v2.0.1; Command:"/opt/subread-2.0.1-Linux-x86_64/bin/featureCounts" "-p" "-T" "10" "-a" "genes/chrX.gtf" "-o" "featurecounts_out/all_featureCountx.txt" "sorted_bam/ERR188044.bam" "sorted_bam/ERR188104.bam" "sorted_bam/ERR188234.bam" "sorted_bam/ERR188245.bam" "sorted_bam/ERR188257.bam" "sorted_bam/ERR188273.bam" "sorted_bam/ERR188337.bam" "sorted_bam/ERR188383.bam" "sorted_bam/ERR188401.bam" "sorted_bam/ERR188428.bam" "sorted_bam/ERR188454.bam" "sorted_bam/ERR204916.bam" 
Geneid	Chr	Start	End	Strand	Length	sorted_bam/ERR188044.bam	sorted_bam/ERR188104.bam	sorted_bam/ERR188234.bam	sorted_bam/ERR188245.bam	sorted_bam/ERR188257.bam	sorted_bam/ERR188273.bam	sorted_bam/ERR188337.bam	sorted_bam/ERR188383.bam	sorted_bam/ERR188401.bam	sorted_bam/ERR188428.bam	sorted_bam/ERR188454.bam	sorted_bam/ERR204916.bam
NM_004013	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	31119228;31126642;31134102;31146291;31147275;31169443;31172348;31173539;31177932;31178669;31180370;31182738;31203961;31206582;31209498;31223047;31260955;31323598;31348556;31444481;31478106;31478983;31496788;31507281;31627673;31657990;31679375;31729631;31773960;31819975;31836718;31875191;31929596;31932080;31968339;32155371	31121930;31126673;31134194;31146414;31147518;31169601;31172413;31173604;31177970;31178805;31180481;31182904;31204118;31206667;31209699;31223121;31261016;31323658;31348634;31444627;31478374;31479103;31496944;31507453;31627862;31658144;31679586;31729748;31774192;31820083;31836822;31875373;31929745;31932227;31968514;32155469	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7410	0	0	0	0	0	0	0	0	0	0	0	0
NM_004010	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	31119228;31126642;31134102;31146291;31147275;31169443;31172348;31173539;31177932;31178669;31180370;31182738;31203961;31206582;31209498;31223047;31260955;31323598;31348556;31444481;31478106;31478983;31496788;31507281;31627673;31657990;31679375;31729631;31773960;31819975;31836718;31875191;31929596;31932080;31968339;32216916;32287529;32310082;32342100;32343134;32345943;32348406;32362788;32364582;32365020;32380510;32386310;32389501;32390071;32411752;32438241;32441180;32448456;32454662;32463439;32464586;32468498;32472164;32484919;32491277;32501755;32518008;32545159;32565702;32573530;32573745;32595757;32614303;32644132;32644964;32697870;32699112;32809493;32816468;32823295;32844783;32849728;33020139;33128063	31121930;31126673;31134194;31146414;31147518;31169601;31172413;31173604;31177970;31178805;31180481;31182904;31204118;31206667;31209699;31223121;31261016;31323658;31348634;31444627;31478374;31479103;31496944;31507453;31627862;31658144;31679586;31729748;31774192;31820083;31836822;31875373;31929745;31932227;31968514;32217063;32287701;32310276;32342282;32343286;32346080;32348528;32362958;32364710;32365199;32380680;32386465;32389674;32390181;32411913;32438390;32441314;32448638;32454832;32463594;32464699;32468710;32472309;32485099;32491518;32501842;32518131;32545334;32565881;32573637;32573846;32595876;32614453;32644313;32645152;32697998;32699293;32809611;32816640;32823387;32844860;32849820;33020200;33128427	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	14083	0	0	0	0	0	0	0	0	0	0	0	0
NM_004021	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	31119228;31134102;31146291;31147275;31169443;31172348;31173539;31177932;31178669;31180370;31182738;31203961;31206582;31209498;31223047;31260955;31323598;31348556;31444481;31478106;31478983;31496788;31507281;31627673;31657990;31679375;31729631;31773960;31819975;31836718;31875191;31929596;31932080;31968339;32155371	31121930;31134194;31146414;31147518;31169601;31172413;31173604;31177970;31178805;31180481;31182904;31204118;31206667;31209699;31223121;31261016;31323658;31348634;31444627;31478374;31479103;31496944;31507453;31627862;31658144;31679586;31729748;31774192;31820083;31836822;31875373;31929745;31932227;31968514;32155469	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7378	0	0	0	0	0	0	0	0	0	0	0	0
NM_014271	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	28587564;28789320;29282938;29396258;29399155;29668430;29917464;29919949;29941651;29954522;29955102	28588047;28789425;29283217;29396444;29399308;29668504;29917596;29920094;29941794;29954692;29955900	+;+;+;+;+;+;+;+;+;+;+	2679	0	0	0	0	0	0	0	0	1	0	0	0
NM_001291421	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	44873175;44873924;44961284;44974666;45010961;45034931;45037655;45051709;45053829;45059006;45059247;45061324;45062647;45063422;45069579;45076697;45078400;45079146;45082576;45082715;45083460;45085865;45089743;45090723;45107410;45110079;45111382	44873712;44873987;44961392;44974715;45011019;45034985;45037689;45051802;45053955;45059104;45059466;45061419;45062748;45063817;45070357;45076826;45078505;45079351;45082640;45082789;45083608;45085979;45089930;45090864;45107536;45110249;45112612	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5528	0	0	0	0	0	0	0	0	0	0	0	0
NM_001291418	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	44873175;44873924;44961284;44974666;45010961;45020610;45034931;45037655;45051709;45053829;45059006;45059247;45061324;45063422;45069579;45076697;45078400;45079146;45082576;45082715;45083460;45085865;45089743;45090723;45107410;45110079;45111382	44873712;44873987;44961392;44974715;45011019;45020730;45034985;45037689;45051802;45053955;45059104;45059466;45061419;45063817;45070357;45076826;45078505;45079351;45082640;45082789;45083608;45085979;45089930;45090864;45107536;45110249;45112612	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5547	0	0	0	0	0	0	0	0	0	0	0	0
NM_001291417	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	44873175;44873924;44961284;44974666;45010961;45020610;45034931;45037655;45051709;45053829;45059006;45059247;45061324;45062647;45063422;45069579;45076697;45078400;45079146;45082576;45082715;45083460;45085865;45089743;45090723;45107410;45110079;45111382	44873712;44873987;44961392;44974715;45011019;45020730;45034985;45037689;45051802;45053955;45059104;45059466;45061419;45062748;45063817;45070357;45076826;45078505;45079351;45082640;45082789;45083608;45085979;45089930;45090864;45107536;45110249;45112612	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5649	0	0	0	0	0	0	0	0	0	0	0	0
NM_001291416	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	44873175;44873924;44961284;44974666;45010961;45020610;45034931;45037655;45051709;45053829;45059006;45059247;45060609;45061324;45062647;45063422;45069579;45076697;45078400;45079146;45082576;45082715;45083460;45085865;45089743;45090723;45107410;45110079;45111382	44873712;44873987;44961392;44974715;45011019;45020730;45034985;45037689;45051802;45053955;45059104;45059466;45060764;45061419;45062748;45063817;45070357;45076826;45078505;45079351;45082640;45082789;45083608;45085979;45089930;45090864;45107536;45110249;45112612	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5805	0	0	0	0	0	0	0	0	0	0	0	0
NM_001291415	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	44873175;44873924;44961284;44974666;45010961;45020610;45034931;45037655;45051709;45053829;45059006;45059247;45060022;45060609;45061324;45062647;45063422;45069579;45076697;45078400;45079146;45082576;45082715;45083460;45085865;45089743;45090723;45107410;45110079;45111382	44873712;44873987;44961392;44974715;45011019;45020730;45034985;45037689;45051802;45053955;45059104;45059466;45060156;45060764;45061419;45062748;45063817;45070357;45076826;45078505;45079351;45082640;45082789;45083608;45085979;45089930;45090864;45107536;45110249;45112612	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5940	1	0	0	0	0	0	4	0	0	0	0	0
NM_021140	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	44873175;44873924;44961284;44974666;45010961;45020610;45034931;45037655;45051709;45053829;45059006;45059247;45060022;45061324;45062647;45063422;45069579;45076697;45078400;45079146;45082576;45082715;45083460;45085865;45089743;45090723;45107410;45110079;45111382	44873712;44873987;44961392;44974715;45011019;45020730;45034985;45037689;45051802;45053955;45059104;45059466;45060156;45061419;45062748;45063817;45070357;45076826;45078505;45079351;45082640;45082789;45083608;45085979;45089930;45090864;45107536;45110249;45112612	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5784	0	0	0	0	0	0	0	0	0	0	0	0
NM_033215	chrX;chrX;chrX;chrX	49269843;49281406;49281981;49285834	49270873;49281461;49282063;49288093	+;+;+;+	3430	4	5	6	36	46	3	82	37	35	4	42	38
NM_001204468	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	47145218;47147357;47169315;47171028;47173128;47175019;47176500;47179103;47179319;47179880;47180212;47180419;47181215;47181507;47181749;47181951;47182162;47185055;47185302;47185442;47185716;47186065;47186258;47186474	47145516;47147498;47169498;47171258;47173197;47175092;47176586;47179163;47179495;47180040;47180309;47180506;47181401;47181646;47181866;47182042;47182326;47185204;47185367;47185630;47185790;47186171;47186387;47186815	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3433	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204466	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	47145218;47147357;47169315;47173128;47175019;47176500;47179103;47179319;47179880;47180212;47180419;47181215;47181507;47181749;47181951;47182162;47185055;47185302;47185442;47185716;47186065;47186258;47186474	47145485;47147498;47169498;47173197;47175092;47176586;47179163;47179495;47180040;47180309;47180506;47181401;47181646;47181866;47182042;47182326;47185204;47185367;47185630;47185790;47186171;47186387;47186815	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3171	0	0	0	0	0	0	0	0	0	0	0	0
NM_005676	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	47145218;47147357;47169315;47171028;47173128;47175019;47176500;47179103;47179319;47179880;47180212;47180419;47181215;47181507;47181749;47181951;47182162;47185055;47185302;47185442;47185716;47186065;47186258;47186474	47145485;47147498;47169498;47171258;47173197;47175092;47176586;47179163;47179495;47180040;47180309;47180506;47181401;47181646;47181866;47182042;47182326;47185204;47185367;47185630;47185790;47186171;47186387;47186815	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3402	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204467	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	47145218;47147357;47169315;47171028;47173128;47175019;47176500;47179103;47179319;47179880;47180212;47180419;47181215;47181507;47181749;47181951;47182162;47185055;47185302;47185442;47185716;47186065;47186258;47186474	47145485;47147498;47169498;47171258;47173197;47175092;47176586;47179163;47179495;47180037;47180309;47180506;47181401;47181646;47181866;47182042;47182326;47185204;47185367;47185630;47185790;47186171;47186387;47186815	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3399	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184745	chrX;chrX;chrX;chrX	49269843;49281406;49281984;49285834	49269933;49281461;49282063;49288093	+;+;+;+	2487	0	0	0	0	0	0	0	0	0	0	0	0
NM_152856	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	47145218;47147357;47169315;47173128;47175019;47176500;47179103;47179319;47179880;47180212;47180419;47181215;47181507;47181749;47181951;47182162;47185055;47185302;47185442;47185716;47186065;47186258;47186474	47145485;47147498;47169498;47173197;47175092;47176586;47179163;47179495;47180037;47180309;47180506;47181401;47181646;47181866;47182042;47182326;47185204;47185367;47185630;47185790;47186171;47186387;47186815	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3168	0	0	0	0	0	0	0	0	0	0	0	0
NR_111960	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	44873175;44873924;44961284;44974666;45010961;45020610;45034931;45037655;45051709;45053829;45059006;45059247;45060609;45061324;45063422;45069579;45076697;45078400;45079146;45082576;45082715;45083460;45085865;45089743;45090723;45107410;45110079;45111382	44873712;44873987;44961392;44974715;45011019;45020730;45034985;45037689;45051802;45053955;45059104;45059466;45060764;45061419;45063817;45070357;45076826;45078505;45079351;45082640;45082789;45083608;45085979;45089930;45090832;45107536;45110249;45112612	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5671	0	0	0	0	0	0	0	0	0	0	0	0
NM_001178032	chrX;chrX;chrX;chrX;chrX	64915802;64919042;64920081;64921817;65034629	64917896;64919204;64920253;64922243;65034744	-;-;-;-;-	2974	0	0	0	0	0	0	0	0	0	0	0	0
NM_001243804	chrX;chrX;chrX;chrX;chrX	64915802;64919042;64920081;64921817;65034629	64917896;64919204;64920253;64921988;65034744	-;-;-;-;-	2719	0	0	0	0	0	0	0	0	0	0	0	0
NM_001166418	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	72329516;72351733;72462004;72464559;72488933;72490929;72495156;72572057;72572651	72330076;72351838;72462098;72464731;72489041;72491006;72495268;72572109;72573103	-;-;-;-;-;-;-;-;-	1741	0	0	0	0	0	0	0	0	0	0	0	0
NM_018486	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	72329516;72351733;72462004;72464559;72488933;72490929;72495156;72567889;72568754;72572057;72572651	72330076;72351838;72462098;72464731;72489041;72491006;72495268;72568030;72568884;72572109;72573103	-;-;-;-;-;-;-;-;-;-;-	2014	0	0	0	0	0	0	0	0	1	0	0	0
NM_012278	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	71301748;71302137;71302277;71302411;71303262;71303461;71303627;71303812;71304187;71304542;71304965	71301870;71302186;71302333;71302556;71303356;71303516;71303697;71303911;71304300;71304604;71305371	+;+;+;+;+;+;+;+;+;+;+	1282	7	4	8	6	3	1	11	1	4	1	6	6
NM_006517	chrX;chrX;chrX;chrX;chrX;chrX	74421493;74520990;74524359;74525750;74529213;74531333	74422067;74521134;74524809;74525893;74529441;74533929	+;+;+;+;+;+	4141	1	0	2	0	0	1	0	0	1	0	0	0
NR_103715	chrX;chrX;chrX;chrX;chrX	69179557;69201477;69204332;69204891;69208252	69179645;69201632;69204449;69205027;69209924	+;+;+;+;+	2173	0	0	0	0	0	0	0	0	0	0	0	0
NM_002547	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	68042344;68048416;68052540;68053645;68063854;68073152;68096870;68111854;68113181;68119248;68192919;68193890;68194465;68197186;68201619;68206573;68210153;68212108;68213862;68234487;68274738;68283056;68299001;68432867;68433168	68047163;68048457;68052590;68053810;68064177;68073299;68097029;68111959;68113239;68119332;68192993;68193952;68194498;68197264;68201710;68206673;68210282;68212212;68213972;68234588;68274809;68283117;68299096;68433024;68433457	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7531	6	1	0	0	1	0	2	1	1	0	1	1
NR_051952	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	72329516;72351733;72462004;72464559;72488933;72490929;72495156;72568754;72572057;72572651	72330076;72351838;72462098;72464731;72489041;72491006;72495268;72568884;72572109;72573103	-;-;-;-;-;-;-;-;-;-	1872	0	0	0	0	0	0	0	0	0	0	0	0
NM_001303277	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	71301748;71303262;71303461;71303627;71303812;71304187;71304542;71304965	71301870;71303356;71303516;71303697;71303911;71304300;71304604;71305371	+;+;+;+;+;+;+;+	1029	0	0	0	0	0	0	0	0	0	0	0	0
NM_153252	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	80669488;80681341;80681997;80682465;80684010;80685462;80686863;80688069;80689768;80689967;80691053;80691823;80692089;80692940;80695908;80696739;80699957;80703480;80704678;80707427;80709428;80716157;80717573;80719489;80722562;80723748;80724933;80728752;80729916;80733456;80734118;80735127;80735988;80744032;80745569;80791854;80793622;80808539;80809013;80809246;80809441	80677363;80681499;80682094;80682628;80684162;80685536;80687003;80688125;80689846;80690092;80691173;80691978;80692150;80693051;80695990;80696863;80700064;80703593;80704846;80707503;80709577;80716250;80717759;80719656;80722787;80723876;80725067;80728905;80730020;80733496;80734218;80735197;80736088;80744253;80745729;80791952;80793772;80808598;80809042;80809304;80809734	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	12793	1383	1692	1132	588	761	597	1396	903	1549	904	1052	1108
NM_000489	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	77504878;77520788;77521403;77522263;77523252;77557451;77558669;77574250;77589834;77593696;77599411;77599732;77600434;77616613;77618806;77620395;77633207;77633566;77634594;77635915;77652114;77654098;77656560;77663382;77664645;77676226;77681520;77684939;77688818;77693824;77696577;77697583;77698574;77717131;77785982	77508629;77520916;77521498;77522388;77523401;77557645;77558846;77574358;77589940;77593849;77599580;77599820;77600564;77616730;77618981;77620532;77633384;77633712;77634703;77636056;77652353;77654200;77656653;77663558;77664778;77676298;77684593;77685006;77688927;77693937;77696704;77697635;77698629;77717243;77786269	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11220	14	18	8	1	7	5	17	5	11	9	7	8
NM_138270	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	77504878;77520788;77521403;77522263;77523252;77557451;77558669;77574250;77589834;77593696;77599411;77599732;77600434;77616613;77618806;77620395;77633207;77633566;77634594;77635915;77652114;77654098;77656560;77663382;77664645;77676226;77681520;77684939;77688818;77696577;77697583;77698574;77717131;77785982	77508629;77520916;77521498;77522388;77523401;77557645;77558846;77574358;77589940;77593849;77599580;77599820;77600564;77616730;77618981;77620532;77633384;77633712;77634703;77636056;77652353;77654200;77656653;77663558;77664778;77676298;77684593;77685006;77688927;77696704;77697635;77698629;77717243;77786269	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11106	0	0	0	0	0	0	0	0	0	0	0	0
NM_000390	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	85861180;85873052;85878965;85894188;85900646;85901084;85911261;85956153;85957855;85958861;85963665;85978767;85981737;86027491;86047484	85864821;85873212;85879063;85894284;85900709;85901188;85911338;85956378;85957975;85958977;85964052;85978891;85981809;86027557;86047562	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5442	635	720	678	342	427	298	633	565	720	458	520	847
NM_001145414	chrX;chrX;chrX;chrX;chrX	85969094;85978767;85981737;86027491;86047484	85971586;85978891;85981809;86027557;86047562	-;-;-;-;-	2837	48	35	52	22	52	21	42	34	32	18	41	33
NR_024062	chrX	84934151	84934890	+	740	0	0	0	0	0	0	0	0	0	0	0	0
NM_006729	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	96684663;96735758;96738586;96758154;96881579;96912328;96912483;96916438;96918509;96930733;96937233;96939266;96942018;96945527;96948935;96957828;96965093;97072941;97075167;97099694;97114726;97141665;97247715;97348116;97383909;97429650;97599253	96685190;96735790;96738762;96758258;96881718;96912402;96912552;96916574;96918617;96930843;96937351;96939382;96942136;96945591;96949039;96958148;96965207;97073042;97075261;97099795;97114965;97141794;97247839;97348280;97384044;97429745;97600598	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4983	42	59	30	23	25	18	50	35	43	44	33	44
NR_024608	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	99461602;99604979;99656545;99719479;99720742;99723475;99730239;99752216;99752410;99848219;99939393	99461704;99605087;99656640;99720485;99721029;99723483;99730254;99752227;99752416;99848295;99939843	-;-;-;-;-;-;-;-;-;-;-	2175	14	4	23	7	12	7	5	11	9	9	8	17
NM_001085354	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	106940734;106941976;106942515;106954913;106956480;106956936;106958336;106962012;106976584;106978080;106980891;106981345;106985096;106985983;106993230;106999677;106999868	106941632;106942221;106943205;106955088;106956534;106957004;106958464;106962110;106976684;106978199;106981019;106981477;106985243;106986200;106993362;106999749;107000244	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3796	0	0	0	0	0	0	0	0	0	0	0	0
NM_198465	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	105822543;105831054;105880199;105881708;105888294;105893832;105895433;105898584;105900618;105905265;105906414;105908240;105908727;105912648;105915730;105917578;105921964;105923118;105924695;105934258;105935170;105937439;105939874;105943941;105945872;105946315;105949575;105953034;105955505	105822902;105831119;105880255;105881779;105888419;105893942;105895523;105898714;105900672;105905343;105906589;105908303;105909882;105912755;105915797;105917672;105922061;105923482;105925031;105934444;105935325;105937582;105940032;105944041;105946015;105946464;105949734;105953173;105958610	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8062	0	0	1	0	0	0	0	0	0	0	0	0
NM_024657	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	106940734;106941938;106942515;106954913;106956480;106956936;106958336;106962012;106976584;106978080;106980891;106981345;106985096;106985983;106993230;106999677;106999868	106941632;106942221;106943205;106955088;106956534;106957004;106958464;106962110;106976684;106978199;106981019;106981477;106985243;106986200;106993362;106999749;107000244	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3834	0	0	0	0	0	0	0	0	0	0	0	0
NM_017416	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	104566315;104658895;105195475;105233818;105267388;105484313;105717367;105740546;105748960;105755177;105766964	104567051;104658995;105195748;105234004;105267541;105484387;105717496;105740691;105749103;105755347;105767829	+;+;+;+;+;+;+;+;+;+;+	2985	1	0	1	0	0	0	0	0	1	1	1	3
NM_001128172	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	111123077;111142096;111144860;111147737;111152410;111162915;111163562;111173018;111192127;111192506;111194301;111195842;111196444;111216421;111220358	111123278;111142196;111144922;111147890;111152447;111163046;111163727;111173081;111192175;111192618;111194418;111195941;111196640;111216558;111220945	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2223	0	0	0	0	0	0	0	0	0	0	0	0
